replicate,add_cor_est_1_2_Gamma,add_cor_est_1_2,add_cor_est_1_2_SE,add_cor_est_1_2_Z,add_cor_est_1_2_Con,add_var_est_1_Gamma,add_var_est_1,add_var_est_1_SE,add_var_est_1_Z,add_var_est_1_Con,add_var_est_2_Gamma,add_var_est_2,add_var_est_2_SE,add_var_est_2_Z,add_var_est_2_Con,res_var_est_1_Gamma,res_var_est_1,res_var_est_1_SE,res_var_est_1_Z,res_var_est_1_Con,res_cov_est_1_2_Gamma,res_cov_est_1_2,res_cov_est_1_2_SE,res_cov_est_1_2_Z,res_cov_est_1_2_Con,res_var_est_2_Gamma,res_var_est_2,res_var_est_2_SE,res_var_est_2_Z,res_var_est_2_Con,res_cor_est_1_2,res_cor_est_1_2_SE,res_cor_est_1_2_Z,h2_est_1,h2_est_2,h2_est_1_se,h2_est_2_se
47,0.676358380047036,0.676358380047036,0.0846236999225698,7.99254086817168,Unconstrained,0.418904365252558,0.418904365252558,0.0997742516542335,4.19852174591363,Positive,0.398161812150222,0.398161812150222,0.0863698051897601,4.60996538403016,Positive,0.589544650527941,0.589544650527941,0.0661290265442293,8.91506621730828,Positive,0.318528024740966,0.318528024740966,0.0513634840158518,6.2014489640668,Positive,0.363023844371811,0.363023844371811,0.0533512284582922,6.80441397250315,Positive,0.688528182328799,0.111026985196259,6.2014489640668,0.415394688970312,0.523081075869822,0.0817890198135659,0.0878736083806195
48,0.40880088222205,0.40880088222205,0.131771113477994,3.10235583074375,Unconstrained,0.380385530331079,0.380385530331079,0.0939561663194421,4.04854247711432,Positive,0.386759249342363,0.386759249342363,0.0867291825576167,4.45938999927074,Positive,0.62119196386462,0.62119196386462,0.064287840324932,9.66266654354711,Positive,0.423975686245948,0.423975686245948,0.0489686526821859,8.65810397107748,Positive,0.442339683720583,0.442339683720583,0.0555597180393816,7.96151779256772,Positive,0.808816655531711,0.0934172953147219,8.65810397107748,0.379786419458778,0.466481422082592,0.0792000281122307,0.0838976765811885
49,0.785287847337709,0.785287847337709,0.0585940819922649,13.402169991184,Unconstrained,0.457037038842369,0.457037038842369,0.111277470688063,4.10718392515905,Positive,0.639950733212524,0.639950733212524,0.111646825802944,5.73192053253742,Positive,0.703599150464729,0.703599150464729,0.0753238935722031,9.34098221821581,Positive,0.358539056566819,0.358539056566819,0.0632380300520862,5.66967466050899,Positive,0.322968963652077,0.322968963652077,0.064871703255961,4.97857998853144,Positive,0.752130886002653,0.132658561741024,5.66967466050899,0.393781482132847,0.664594083282637,0.0803558573525283,0.0812388347117296
50,0.707472768803883,0.707472768803883,0.0902521475250945,7.8388469216998,Unconstrained,0.28297969056689,0.28297969056689,0.0785144511182517,3.60417332779529,Positive,0.339447279890983,0.339447279890983,0.0794820438464721,4.27074171050082,Positive,0.72717994771165,0.72717994771165,0.0602808086235961,12.0632082467953,Positive,0.394515971422181,0.394515971422181,0.0481416742818735,8.19489511545149,Positive,0.440541301834159,0.440541301834159,0.0519491406985238,8.48024232760172,Positive,0.697028164862322,0.0850563863286151,8.19489511545149,0.280133634174029,0.435195191114477,0.0692922424915434,0.0833116582116919
51,0.375313194186772,0.375313194186772,0.163904023582113,2.28983514854806,Unconstrained,0.283527774392246,0.283527774392246,0.0769958693754123,3.6823764273618,Positive,0.153873024892078,0.153873024892078,0.0441869241775667,3.48232034150497,Positive,0.670080997709638,0.670080997709638,0.0575587047595005,11.6416969511295,Positive,0.446324632487968,0.446324632487968,0.0381723117463119,11.6923658031031,Positive,0.520865022904649,0.520865022904649,0.0375778484261076,13.8609591746284,Positive,0.75548284575492,0.0646133433111047,11.6923658031031,0.297320853883624,0.228048537346502,0.0712790521472104,0.0598980691788381
52,0.794340909616466,0.794340909616466,0.0642245019483088,12.3681910411044,Unconstrained,0.29807318331862,0.29807318331862,0.0789390808662046,3.77599004254724,Positive,0.415286086868582,0.415286086868582,0.085584473913847,4.85235309486891,Positive,0.627317631572316,0.627317631572316,0.0574298082392319,10.9232060981144,Positive,0.311105644395939,0.311105644395939,0.0484269198081294,6.42422944982996,Positive,0.359595220828872,0.359595220828872,0.0526811048112375,6.82588609554304,Positive,0.655023962569895,0.101961483114093,6.42422944982996,0.322105188988449,0.535935094501889,0.0744412202727611,0.0847281952863324
53,0.582243433159221,0.582243433159221,0.119759783909685,4.86176088626137,Unconstrained,0.24521590750402,0.24521590750402,0.0707760468539521,3.46467369122817,Positive,0.349471425388612,0.349471425388612,0.0842397064011065,4.14853565282633,Positive,0.681952887979744,0.681952887979744,0.0553443337669999,12.3220001319516,Positive,0.391626909495005,0.391626909495005,0.0462563465712107,8.46644706131522,Positive,0.4467133487078,0.4467133487078,0.0548015149601278,8.15147809385957,Positive,0.709546519125569,0.0838068807360315,8.46644706131522,0.264478171287112,0.438932565352341,0.0686388458398435,0.0864630594649288
54,0.674327752413628,0.674327752413628,0.0827922906624982,8.1448133276384,Unconstrained,0.318445335510431,0.318445335510431,0.0765817898901029,4.15823834840383,Positive,0.43283159276486,0.43283159276486,0.0854556703014083,5.06498388273396,Positive,0.601912868096137,0.601912868096137,0.0549303385716775,10.9577491009037,Positive,0.327754872206831,0.327754872206831,0.045396120408961,7.21988727790345,Positive,0.357772931472248,0.357772931472248,0.0523181690145547,6.83840696666425,Positive,0.706282755349643,0.0978246235936715,7.21988727790345,0.346001517955241,0.547469157455834,0.07146822614378,0.0821343526109381
55,0.702072910684691,0.702072910684691,0.0820548431016154,8.55614225982074,Unconstrained,0.335968468917151,0.335968468917151,0.0851310517260442,3.94648559022052,Positive,0.476231791185263,0.476231791185263,0.0870466647559453,5.47099412160689,Positive,0.768411510966324,0.768411510966324,0.0643899940583546,11.9337099219164,Positive,0.440883142249361,0.440883142249361,0.0518315269191801,8.50608053543978,Positive,0.427412895409942,0.427412895409942,0.0541985482191698,7.88605801176732,Positive,0.769312433977083,0.0904426463835859,8.50608053543978,0.304214559333645,0.527012218684792,0.067789950193651,0.0737525535479405
56,0.90832015161753,0.90832015161753,0.0340815074607412,26.651407736698,Unconstrained,0.467089099235896,0.467089099235896,0.109448425822327,4.26766393144974,Positive,0.537420255635617,0.537420255635617,0.116317140124809,4.6203014883186,Positive,0.598312229295904,0.598312229295904,0.0713104690518632,8.39024391861396,Positive,0.300812463951315,0.300812463951315,0.0642976406922278,4.67843704236689,Positive,0.402234058348563,0.402234058348563,0.0698883495653028,5.75538070151049,Positive,0.613186333235202,0.131066492438035,4.67843704236689,0.438416103610063,0.571934005556713,0.0838281137382704,0.092948262332242
57,0.572522654790035,0.572522654790035,0.113646165516678,5.03776482195534,Unconstrained,0.222989262626263,0.222989262626263,0.0641594651122481,3.47554740732547,Positive,0.357312150544291,0.357312150544291,0.0705375937975379,5.06555627017664,Positive,0.6654458645684,0.6654458645684,0.0517556632929152,12.8574502234134,Positive,0.365000058114967,0.365000058114967,0.0405248369381342,9.006823609733,Positive,0.37515516177203,0.37515516177203,0.0451720379263373,8.30503070027084,Positive,0.730518309131785,0.0811072072447792,9.006823609733,0.250991046842528,0.487819926618082,0.0653926675048231,0.0759703600644657
58,0.790527895379878,0.790527895379878,0.073492648259157,10.7565574803107,Unconstrained,0.242349481534182,0.242349481534182,0.0656149852760416,3.69350812950151,Positive,0.442143320465048,0.442143320465048,0.0886981933779465,4.98480638248242,Positive,0.709471960890052,0.709471960890052,0.0536194036367552,13.2316272239127,Positive,0.378188183313434,0.378188183313434,0.0469673796814391,8.05214567809685,Positive,0.368214446759102,0.368214446759102,0.0541360325556418,6.80165186432244,Positive,0.739928788588666,0.0918921264181041,8.05214567809685,0.254616539124115,0.545614959648741,0.062234425804088,0.0832016286678383
59,0.765271775457257,0.765271775457257,0.0668082592648707,11.4547480188524,Unconstrained,0.388493094903407,0.388493094903407,0.0896488578525258,4.33349742773618,Positive,0.476569814112958,0.476569814112958,0.0951542634732748,5.00839160240895,Positive,0.676411957263385,0.676411957263385,0.0633576716095876,10.6760861010086,Positive,0.346982479638456,0.346982479638456,0.0521724404297055,6.6506852426419,Positive,0.379755260011939,0.379755260011939,0.0577719825290082,6.57334651483109,Positive,0.684620673147115,0.102939869828384,6.6506852426419,0.364814773028759,0.556529089843572,0.0715290672113284,0.0839108872455392
60,0.811799332827733,0.811799332827733,0.0652300533240535,12.4451735275277,Unconstrained,0.259245690268468,0.259245690268468,0.0666069152751382,3.89217379603278,Positive,0.439303208285336,0.439303208285336,0.0874479595283653,5.02359586952787,Positive,0.711451937660618,0.711451937660618,0.0540425395730436,13.16466515603,Positive,0.318345772127592,0.318345772127592,0.0453388957689435,7.02147166860764,Positive,0.332189365582661,0.332189365582661,0.0526986500747527,6.30356498907378,Positive,0.654837347407068,0.0932621220042496,7.02147166860764,0.267071519296437,0.569419879290375,0.0615418644309004,0.0848732983947434
61,0.586833592268483,0.586833592268483,0.110883673939128,5.29233539457431,Unconstrained,0.370730006962425,0.370730006962425,0.0856261643614008,4.32963463594716,Positive,0.170186577313618,0.170186577313618,0.0447777667504451,3.80069372959352,Positive,0.662816695450285,0.662816695450285,0.0609034713597786,10.8830692348354,Positive,0.393133981060545,0.393133981060545,0.039402697551818,9.97733671770924,Positive,0.470886805455978,0.470886805455978,0.0359690653983557,13.0914384413643,Positive,0.703696845142092,0.0705295275735325,9.97733671770924,0.358696908516077,0.26547128907204,0.0705864014453894,0.0626302777842917
62,0.69073966212931,0.69073966212931,0.0771737497636256,8.95044836158625,Unconstrained,0.414607428849064,0.414607428849064,0.0925557037980876,4.47954487768296,Positive,0.456196928828808,0.456196928828808,0.0845110263094025,5.39807583401756,Positive,0.623041171706175,0.623041171706175,0.0631038868984054,9.87326141588148,Positive,0.349329875710776,0.349329875710776,0.0491283824941342,7.11055113105921,Positive,0.395513236819881,0.395513236819881,0.0522246591947079,7.5733043148314,Positive,0.703715058908241,0.0989677235895797,7.11055113105921,0.399564388779795,0.535624614133089,0.0742711426351863,0.0756139888466941
63,0.793228492298753,0.793228492298753,0.0652464459833764,12.1574206892564,Unconstrained,0.409907528809109,0.409907528809109,0.102779989448118,3.98820364752057,Positive,0.344576545901353,0.344576545901353,0.0842599025214962,4.0894486652586,Positive,0.585804303014945,0.585804303014945,0.0678258592971751,8.63688730353238,Positive,0.312880624382831,0.312880624382831,0.0535689866148516,5.84070455975525,Positive,0.386403196068546,0.386403196068546,0.0533007820853689,7.2494845469559,Positive,0.657630634668261,0.112594401572645,5.84070455975525,0.411672851228648,0.471390007297278,0.0856181183725968,0.0924178996209176
64,0.801840174452539,0.801840174452539,0.0508091359593134,15.781417245407,Unconstrained,0.60499151272833,0.60499151272833,0.116368198845705,5.19894196807586,Positive,0.703055633075885,0.703055633075885,0.113441027086473,6.19754290958566,Positive,0.52847743039888,0.52847743039888,0.0722440429185594,7.31516965342916,Positive,0.251128488549176,0.251128488549176,0.0599522974404882,4.18880508788608,Positive,0.32361347170553,0.32361347170553,0.0648131711784301,4.99302018126262,Positive,0.607252713566832,0.144970391514036,4.18880508788608,0.533752174152364,0.684792821564033,0.0787050552497129,0.0756007457889408
65,0.756788680276319,0.756788680276319,0.0786256952578637,9.62520811796102,Unconstrained,0.33037675306856,0.33037675306856,0.0840362468777554,3.93136016115936,Positive,0.275590416992303,0.275590416992303,0.0703856024217668,3.91543735522645,Positive,0.678642756682925,0.678642756682925,0.0610573883031992,11.1148343475308,Positive,0.416054533976525,0.416054533976525,0.0483947341563225,8.5971034086602,Positive,0.530957790128538,0.530957790128538,0.0501090088044656,10.5960545378263,Positive,0.693105988990386,0.0806208738040993,8.5971034086602,0.327423553138165,0.341691190382886,0.0723312216397686,0.0752516196421806
66,0.52876018104297,0.52876018104297,0.13700888779163,3.85931299469518,Unconstrained,0.138216177596325,0.138216177596325,0.0475845307133749,2.90464517615754,Positive,0.321676159903325,0.321676159903325,0.0653456082767939,4.92268980863648,Positive,0.718540383381004,0.718540383381004,0.0465719981002111,15.428592559737,Positive,0.391487531884341,0.391487531884341,0.0376639218387001,10.3942317414774,Positive,0.399809487251906,0.399809487251906,0.0434721278467566,9.19691551932475,Positive,0.730408463314515,0.0702705578902839,10.3942317414774,0.161324912923523,0.445852472840828,0.0525303048740224,0.0734444467510316
67,0.931420498469649,0.931420498469649,0.0295614432555959,31.507950759249,Unconstrained,0.346725899715195,0.346725899715195,0.0804923115475445,4.3075654438175,Positive,0.431713282280014,0.431713282280014,0.0891595721709339,4.84202954061228,Positive,0.620904784961624,0.620904784961624,0.0574495950204774,10.8078183099517,Positive,0.300860339264786,0.300860339264786,0.0507409863439477,5.92933565038339,Positive,0.383646795257421,0.383646795257421,0.0549275194315221,6.98460078350547,Positive,0.616434093035892,0.10396343357557,5.92933565038339,0.358324622405912,0.529475619635293,0.0710046376107666,0.0841118748779905
68,0.677390536596854,0.677390536596854,0.0949908877652375,7.13111070475487,Unconstrained,0.288084884657976,0.288084884657976,0.0763206696166051,3.77466400786528,Positive,0.355339620266262,0.355339620266262,0.0780047725790699,4.55535742900949,Positive,0.653162230827192,0.653162230827192,0.0568792317382747,11.4833166845971,Positive,0.372220652874714,0.372220652874714,0.0452351771599665,8.22856626731933,Positive,0.406332661743616,0.406332661743616,0.0499693008642732,8.13164592491094,Positive,0.72251866059217,0.0878061422998723,8.22856626731933,0.306067216481702,0.466525602492193,0.0713264122213133,0.0819951591243049
69,0.761222841050193,0.761222841050193,0.0676088196957978,11.2592239366886,Unconstrained,0.401715149042139,0.401715149042139,0.0867206914633822,4.63228720001342,Positive,0.401184422966283,0.401184422966283,0.0863379722380853,4.6466741407822,Positive,0.677702752328006,0.677702752328006,0.0613732768218323,11.0423100642873,Positive,0.427634183798427,0.427634183798427,0.0513230234983441,8.33220949682016,Positive,0.500430158648567,0.500430158648567,0.0563743207947767,8.87691685848096,Positive,0.734312721304349,0.0881294117226152,8.33220949682016,0.372159057703441,0.444962216835198,0.0677426812055949,0.0775217933719259
70,0.707578798985622,0.707578798985622,0.0802212123625052,8.82034536935444,Unconstrained,0.31123130403787,0.31123130403787,0.0800815644439263,3.88642887035251,Positive,0.544950224247638,0.544950224247638,0.10360268440809,5.26000100635504,Positive,0.679221179924942,0.679221179924942,0.0593059487629531,11.4528338909104,Positive,0.378890423042447,0.378890423042447,0.0522362244257651,7.25340369078364,Positive,0.369405212114113,0.369405212114113,0.061866712031365,5.97098504163002,Positive,0.75640868841814,0.104283274537615,7.25340369078364,0.314231433690418,0.595993858160905,0.0707619679169421,0.0833522801306994
71,0.708568041310501,0.708568041310501,0.081518693558903,8.69209270139383,Unconstrained,0.478733322145113,0.478733322145113,0.11266588374167,4.24914185418183,Positive,0.383439906957792,0.383439906957792,0.0865775579920393,4.42886027107681,Positive,0.563638022945143,0.563638022945143,0.0721368054595534,7.81345970832006,Positive,0.343557460342898,0.343557460342898,0.054449422311858,6.30966217373582,Positive,0.421139690086619,0.421139690086619,0.0549238155955336,7.66770635871238,Positive,0.705157542616228,0.111758367278595,6.30966217373582,0.459273294877135,0.476571750472349,0.0871572026622996,0.0857651670801099
72,0.486469841082546,0.486469841082546,0.124202080914884,3.91676079417642,Unconstrained,0.259640319031524,0.259640319031524,0.0733989195287545,3.53738611819495,Positive,0.423183010340984,0.423183010340984,0.0846268198982782,5.0005779592055,Positive,0.705696845347527,0.705696845347527,0.0572710353546577,12.3220549615947,Positive,0.392908413124704,0.392908413124704,0.0449245026376628,8.74597135317658,Positive,0.331798259237008,0.331798259237008,0.0515939046779447,6.4309584883744,Positive,0.81197973152363,0.0928404288940091,8.74597135317658,0.268963351471646,0.560521204158519,0.0681960300368454,0.0847006253365813
73,0.54237572364532,0.54237572364532,0.125719540969688,4.31417200112186,Unconstrained,0.309381081108286,0.309381081108286,0.0827470161147649,3.73887900295032,Positive,0.258399138639943,0.258399138639943,0.064761212832425,3.99002932987947,Positive,0.66203162465135,0.66203162465135,0.0602393327019839,10.9900225476692,Positive,0.387820901751582,0.387820901751582,0.043285239957067,8.95965696704573,Positive,0.450724920590271,0.450724920590271,0.0449786856500161,10.02085574704,Positive,0.709963560092784,0.0792400381737919,8.95965696704573,0.318485726276715,0.364392006273834,0.0744319206671086,0.0777739250512548
74,0.670321197729808,0.670321197729808,0.0953810302395967,7.02782509316543,Unconstrained,0.284992879003488,0.284992879003488,0.0742220276161758,3.83973448525646,Positive,0.302139370224246,0.302139370224246,0.0706493433546786,4.27660549805008,Positive,0.683085538381254,0.683085538381254,0.0565447904384388,12.0804327522434,Positive,0.40493567609908,0.40493567609908,0.0448273918820809,9.03321962527442,Positive,0.473736615026793,0.473736615026793,0.0482676554179917,9.81478406034631,Positive,0.711836117010396,0.0788020380926774,9.03321962527442,0.29439028273494,0.389417092380411,0.0677612227726989,0.076336026801386
75,0.807688716411378,0.807688716411378,0.0630661944359728,12.8069994334504,Unconstrained,0.323884955365207,0.323884955365207,0.0784088459724537,4.13071958078548,Positive,0.3064238624935,0.3064238624935,0.0691127967054102,4.43367765595735,Positive,0.678437066747169,0.678437066747169,0.0581446709470711,11.6680867858853,Positive,0.396085904241987,0.396085904241987,0.0463267102237953,8.54983879339962,Positive,0.494702787172827,0.494702787172827,0.0478688369987278,10.334547864323,Positive,0.683695032813423,0.0799658390449687,8.54983879339962,0.323134629609978,0.382491161192961,0.068025397158733,0.0724778387208344
76,0.852724570551351,0.852724570551351,0.0814262401039267,10.4723559562985,Unconstrained,0.0978106385942094,0.0978106385942094,0.0376119543579727,2.60051997466801,Positive,0.392491464462933,0.392491464462933,0.083770557567839,4.68531517347352,Positive,0.752558030309751,0.752558030309751,0.043951202544495,17.1225811068055,Positive,0.368714518472618,0.368714518472618,0.0382759164892227,9.63306831794443,Positive,0.325102265790791,0.325102265790791,0.0511397410914033,6.35713554375897,Positive,0.745435795189215,0.0773830072190624,9.63306831794443,0.115021451484422,0.546954980116894,0.0427020067356354,0.0890819416622573
77,0.736676888476238,0.736676888476238,0.0907547512130008,8.11722668653746,Unconstrained,0.213115005318782,0.213115005318782,0.062479071362189,3.41098228050418,Positive,0.287613952311536,0.287613952311536,0.0714001866569802,4.02819608432239,Positive,0.670433023089612,0.670433023089612,0.0511087710481169,13.117768424884,Positive,0.347316503540628,0.347316503540628,0.0421171346533843,8.24644189114417,Positive,0.443054457492298,0.443054457492298,0.0481180024957181,9.20766520870696,Positive,0.637263678620129,0.077277410916396,8.24644189114417,0.241203645378151,0.393631294924537,0.0643253188026701,0.0819036884198788
78,0.483065404829303,0.483065404829303,0.121313236708857,3.98196782094458,Unconstrained,0.36290795597978,0.36290795597978,0.093287882630849,3.8901939431496,Positive,0.403092342872081,0.403092342872081,0.0862591009770077,4.67304131745501,Positive,0.587255069441466,0.587255069441466,0.0632879907532655,9.27909169578377,Positive,0.330227643767674,0.330227643767674,0.0473532666579416,6.9737035493895,Positive,0.342282472128927,0.342282472128927,0.0528802576533789,6.47278374421946,Positive,0.736559284951057,0.105619529097353,6.9737035493895,0.381942831146147,0.540791471296941,0.0828991290356726,0.0886901856732655
79,0.69065196318512,0.69065196318512,0.0987852068461377,6.99145130364348,Unconstrained,0.405306423184894,0.405306423184894,0.0997067671937554,4.06498409879523,Positive,0.266935077183434,0.266935077183434,0.0734664690500527,3.63342733950601,Positive,0.729219600458674,0.729219600458674,0.0700847331109463,10.4048281000699,Positive,0.451997065860128,0.451997065860128,0.0516717589776474,8.74746814900683,Positive,0.522531296984128,0.522531296984128,0.0517841200591104,10.0905701668324,Positive,0.732234681793472,0.08370818496511,8.74746814900683,0.35724735681535,0.338120895224827,0.0750766452555492,0.0805634707511246
80,0.440347985106488,0.440347985106488,0.14690175244666,2.99756795118138,Unconstrained,0.243344455941954,0.243344455941954,0.0682397354629238,3.56602285004708,Positive,0.184056816401394,0.184056816401394,0.0493189872093456,3.73196666874207,Positive,0.756195307022358,0.756195307022358,0.0565182179051653,13.3796735822636,Positive,0.437563784797979,0.437563784797979,0.039335576731122,11.1238685475223,Positive,0.488180262773293,0.488180262773293,0.0388757313008053,12.5574554211198,Positive,0.720168751024661,0.0647408541325373,11.1238685475223,0.243456503641509,0.273797477264067,0.0620160790431048,0.0656304839188305
81,0.586701352645489,0.586701352645489,0.110561313435848,5.3065700326174,Unconstrained,0.321279740508824,0.321279740508824,0.0793989408301989,4.04639831652046,Positive,0.241594578764115,0.241594578764115,0.0594928236467742,4.06090287794258,Positive,0.736030700649087,0.736030700649087,0.0603540278825649,12.1952208737623,Positive,0.468681440796648,0.468681440796648,0.0442711674924175,10.5866067543152,Positive,0.528393679021058,0.528393679021058,0.0445038034366431,11.8730004677756,Positive,0.751538069211397,0.0709895140768368,10.5866067543152,0.303865097706758,0.31376397798461,0.0659484202700274,0.067504057728055
82,0.684077970932636,0.684077970932636,0.0937091069302678,7.3000159039151,Unconstrained,0.204826428364707,0.204826428364707,0.0602484464463028,3.3996964311314,Positive,0.470662465737361,0.470662465737361,0.096580021313132,4.87329014156435,Positive,0.72543121320819,0.72543121320819,0.0518147695259591,14.0004716771875,Positive,0.384067592200867,0.384067592200867,0.046814316635783,8.20406276970626,Positive,0.401304638525275,0.401304638525275,0.059561888157092,6.73760773780125,Positive,0.711823716817762,0.0867647818890649,8.20406276970626,0.220182473339732,0.539770896673182,0.0594811306028191,0.0849095664024971
83,0.761816042328996,0.761816042328996,0.0766712491824389,9.93613708466206,Unconstrained,0.263915260016706,0.263915260016706,0.0709056773781361,3.72206105033396,Positive,0.293919855798975,0.293919855798975,0.0696367722204797,4.22075645419613,Positive,0.64534898049234,0.64534898049234,0.0539573868618,11.9603453396522,Positive,0.369196057302234,0.369196057302234,0.0440913080762634,8.37344305284948,Positive,0.44972519352259,0.44972519352259,0.0471832047937174,9.53146772222797,Positive,0.685308520798257,0.0818430980509322,8.37344305284948,0.290251445354273,0.395242133417175,0.0691252866831499,0.0782947106837478
84,0.752425787409092,0.752425787409092,0.071450547127328,10.5307211443495,Unconstrained,0.329642592364055,0.329642592364055,0.0841979318297912,3.91509132350706,Positive,0.421913952909705,0.421913952909705,0.0867448214946269,4.863851762446,Positive,0.651146476177071,0.651146476177071,0.060494988036356,10.76364335812,Positive,0.319014265974581,0.319014265974581,0.0490715957893773,6.50099636750837,Positive,0.35586536285359,0.35586536285359,0.0531665391002354,6.69340846472391,Positive,0.662716674204986,0.101940785187515,6.50099636750837,0.336099374409201,0.542459723932936,0.0742849247311333,0.0851852126641246
85,0.721966528327059,0.721966528327059,0.0900642965973128,8.01612354288458,Unconstrained,0.274241088297418,0.274241088297418,0.082510670593441,3.32370451391311,Positive,0.416861625689207,0.416861625689207,0.0987155636159958,4.22285615782737,Positive,0.705427790948488,0.705427790948488,0.0617971210741766,11.4152209469717,Positive,0.332481556519046,0.332481556519046,0.0525135186659851,6.3313517159993,Positive,0.350399388890598,0.350399388890598,0.0601574917721472,5.82470077405774,Positive,0.668743550252519,0.105624135295249,6.3313517159993,0.279932428300176,0.543311360499013,0.075153525609738,0.0988258652691726
86,0.802206031514872,0.802206031514872,0.0582579085465592,13.7699078378991,Unconstrained,0.439584950920635,0.439584950920635,0.104066270372961,4.22408672228969,Positive,0.641806866393686,0.641806866393686,0.113019116987098,5.67874606971979,Positive,0.669016088208769,0.669016088208769,0.0707004465199352,9.46268547285806,Positive,0.299356085582933,0.299356085582933,0.0601877269947034,4.97370644366213,Positive,0.274565153011167,0.274565153011167,0.0645766635217911,4.25177050094135,Positive,0.698468945795059,0.140432281982605,4.97370644366213,0.396522225223463,0.700378070044646,0.0785437333375024,0.084195187840813
87,0.52048717476383,0.52048717476383,0.142968884466301,3.64056260707912,Unconstrained,0.167393530933341,0.167393530933341,0.0559068656785616,2.99414980435097,Positive,0.347405401797969,0.347405401797969,0.0820182236789592,4.23570989732483,Positive,0.722826479327254,0.722826479327254,0.0502302452755948,14.3902637815398,Positive,0.400967234361881,0.400967234361881,0.0425063842160067,9.43310614999071,Positive,0.35530671651271,0.35530671651271,0.0515172397546078,6.89685080577189,Positive,0.791207052230915,0.083875559084183,9.43310614999071,0.188036136015792,0.494377986013863,0.0586505038325349,0.0924241893888765
88,0.72358894655414,0.72358894655414,0.079141114214804,9.14302197704953,Unconstrained,0.491606858037775,0.491606858037775,0.114209454657537,4.3044322338451,Positive,0.447138445636188,0.447138445636188,0.0906985535444747,4.92994020480085,Positive,0.58588302173374,0.58588302173374,0.0735574464003189,7.96497228227869,Positive,0.342388440355034,0.342388440355034,0.0547433738512676,6.25442708893445,Positive,0.407176997856022,0.407176997856022,0.0561395173274831,7.25294796321108,Positive,0.701006458654548,0.112081642121113,6.25442708893445,0.45625194933805,0.523387993325284,0.0856579672562156,0.0818849685835363
89,0.860813123750362,0.860813123750362,0.0494096007037684,17.4219809812126,Unconstrained,0.366278431304494,0.366278431304494,0.0883644620638272,4.14508754707209,Positive,0.296686726261544,0.296686726261544,0.0685563090299654,4.32763563936712,Positive,0.64666509732321,0.64666509732321,0.0620902425970766,10.4149230261448,Positive,0.355340179126564,0.355340179126564,0.0479245009758377,7.41458276854499,Positive,0.437493577381813,0.437493577381813,0.0461761976704632,9.47443920142558,Positive,0.66806507048332,0.0901015055516628,7.41458276854499,0.361598076252793,0.4041060823741,0.0743366464490271,0.0776097566380875
90,0.85907595434067,0.85907595434067,0.0522767113114986,16.4332440352213,Unconstrained,0.264616556571038,0.264616556571038,0.0681741703114067,3.88147821032981,Positive,0.368987011087629,0.368987011087629,0.082167615862927,4.49066225437498,Positive,0.682062429156467,0.682062429156467,0.0535726366482917,12.7315449048039,Positive,0.351805939054387,0.351805939054387,0.0462962596152641,7.59901430435203,Positive,0.38973295377128,0.38973295377128,0.0517843806827452,7.52607154189913,Positive,0.682350538393434,0.0897946116514934,7.59901430435203,0.279520894157892,0.486328326889679,0.0640979653509939,0.085749574058831
91,0.753822621726309,0.753822621726309,0.076234414349999,9.88821948923806,Unconstrained,0.269299916065336,0.269299916065336,0.073075769754641,3.68521490734257,Positive,0.372254202108081,0.372254202108081,0.0817855673527803,4.55158794096727,Positive,0.674937566485676,0.674937566485676,0.0559798513989584,12.0567945362255,Positive,0.355714041170657,0.355714041170657,0.0466544620600606,7.624437737868,Positive,0.397440670764593,0.397440670764593,0.0518389160305844,7.66683991868401,Positive,0.686804377081031,0.0900793475786294,7.624437737868,0.28520358600654,0.483638666733929,0.0688015536899487,0.0843143473309411
92,0.923485473840442,0.923485473840442,0.0257132141894197,35.9148205680343,Unconstrained,0.641371966897847,0.641371966897847,0.140091377805927,4.5782401240022,Positive,0.789391636233061,0.789391636233061,0.14845970078555,5.31721155341229,Positive,0.530223492718402,0.530223492718402,0.0853424087461397,6.21289579833176,Positive,0.199228677205419,0.199228677205419,0.0778998699493655,2.55749691668185,Positive,0.24387833540705,0.24387833540705,0.0830824317685937,2.93537791583081,Positive,0.554033157948456,0.2166310169661,2.55749691668185,0.547434664101485,0.763974235097588,0.0912818551917993,0.0938352939359786
93,0.767410907231179,0.767410907231179,0.0682810351481113,11.2390051727622,Unconstrained,0.439725634804672,0.439725634804672,0.110301392836549,3.98658279371217,Positive,0.452415246206718,0.452415246206718,0.102093061947484,4.4314005043696,Positive,0.625396739801598,0.625396739801598,0.0728204351603022,8.58820382527089,Positive,0.373998977003462,0.373998977003462,0.060563771884094,6.17529201647505,Positive,0.424524207282425,0.424524207282425,0.0631840617813935,6.71884958506164,Positive,0.725840802394265,0.117539510756381,6.17529201647505,0.412840482265918,0.5159024883721,0.0858882376680031,0.0906913315858306
